user_id,survey_age,survey_army,survey_region,survey_family,survey_family_monthly_income,gender,annual_income,total_assets
u1255,27,0,경북,3,8225466,F,64256536,17720268
u1256,31,20,충남,6,3492942,M,28977517,17892219
u1257,34,20,부산,4,6625322,M,37741784,40874412
u1258,27,19,전남,6,3917455,M,24661433,3241402
u1259,33,18,인천,2,3693615,M,36985042,24800916
u1260,32,0,경남,5,3882865,F,26637394,26833758
u1261,28,20,서울,3,4921328,M,48561610,19927839
u1262,28,0,대구,6,5869958,F,37767826,8496846
u1263,31,18,충남,2,6004802,M,24775232,31646680
u1264,24,20,경기,3,3584022,M,46086812,0
u1265,34,21,울산,4,3515511,M,38155992,8167333
u1266,22,19,울산,3,3625041,M,47433825,26716821
u1267,22,18,서울,3,4832968,M,22228048,11298883
u1268,31,18,울산,6,4684766,M,40425892,30964645
u1269,24,0,충북,3,3574736,F,45280100,0
u1270,23,21,울산,4,5404405,M,30919470,3878981
u1271,24,0,인천,2,8393853,F,20891967,9683618
u1272,25,0,울산,4,4242926,F,35500710,19173992
u1273,25,0,강원,4,4349732,F,50737383,12779798
u1274,27,20,제주,3,5839492,M,49511163,10096007
u1275,26,18,대구,1,4161775,M,30858858,29203964
u1276,31,20,전남,4,6003446,M,20602974,30134449
u1277,34,21,충북,1,3922185,M,30825843,10856202
u1278,24,0,부산,1,7748179,F,30378268,0
u1279,30,19,울산,4,5517162,M,41357361,0
u1280,34,18,광주,2,4069965,M,34739981,17392901
u1281,24,0,광주,2,4116962,F,26960829,21559556
u1282,33,0,경북,4,4229300,F,49251156,15629977
u1283,32,0,광주,2,7059124,F,37685110,14290918
u1284,23,20,경남,3,3096873,M,41224987,6954573
u1285,19,18,울산,2,3998087,M,15300174,21549797
u1286,27,0,경기,4,4157509,F,6908821,31781853
u1287,27,20,충남,4,4976468,M,18749450,0
u1288,27,20,강원,4,4593335,M,30233478,14224988
u1289,33,20,대전,3,2763158,M,42916272,5296516
u1290,29,21,울산,2,4400265,M,7893037,95340
u1291,26,19,경기,2,4850673,M,55114224,3700241
u1292,31,18,경북,3,4057853,M,38046792,18796728
u1293,28,0,충남,5,6030163,F,52323539,19049621
u1294,31,0,대전,2,6379112,F,25368359,29602877
u1295,21,0,서울,3,4882419,F,42046319,15087815
u1296,19,19,인천,2,5345812,M,37022351,0
u1297,29,20,강원,4,1758416,M,45812235,12618304
u1298,30,20,울산,4,4368345,M,33194503,1136209
u1299,30,0,제주,4,6507232,F,41678582,2932041
u1300,26,0,대구,5,4364845,F,49226343,20805590
u1301,25,19,충북,3,3894107,M,28185884,16941809
u1302,31,0,대구,2,8416533,F,38906930,20875655
u1303,23,19,충남,3,7728615,M,13345653,11425071
u1304,28,0,대구,4,5701362,F,44430036,22905295
u1305,25,0,전북,4,6708365,F,59455950,10865971
u1306,28,0,경남,3,1661096,F,21066767,26166828
u1307,22,0,서울,4,3818672,F,34903424,18446389
u1308,27,0,경남,4,4295063,F,46565775,12930031
u1309,29,18,충북,5,4646029,M,36377009,17120930
u1310,28,0,서울,4,4265083,F,37981194,14821392
u1311,32,20,대전,4,1174960,M,31308006,30961065
u1312,20,0,경북,2,5579036,F,30862172,17454376
u1313,27,0,경북,4,5815481,F,34959670,14983873
u1314,27,0,서울,5,7402848,F,36500057,12615091
u1315,23,19,광주,3,3817536,M,21822704,23431842
u1316,29,0,인천,4,3694755,F,35207736,22079133
u1317,19,0,광주,4,1000000,F,54822407,12261583
u1318,25,0,울산,2,4559649,F,30970394,3443584
u1319,28,21,대전,4,6351667,M,21152940,5980318
u1320,28,20,전북,2,4082348,M,34183007,13158374
u1321,22,20,경기,6,8215167,M,27424646,28489275
u1322,27,18,대전,4,4615107,M,19939898,12498233
u1323,24,0,경기,2,5220488,F,37670021,9058763
u1324,31,21,인천,2,2955345,M,27476615,0
u1325,21,0,서울,4,5430830,F,28503429,30135414
u1326,24,18,서울,3,2031020,M,37841128,20690281
u1327,31,21,충북,1,6040546,M,17601904,22960099
u1328,28,0,울산,3,6086642,F,15101164,24616880
u1329,24,0,전남,3,7038937,F,44050466,13352697
u1330,23,18,제주,2,3470046,M,12829996,15845906
u1331,20,0,전남,4,5240843,F,24279867,29886019
u1332,28,0,전남,5,5845724,F,14401925,16795808
u1333,28,21,대구,4,5663422,M,30166362,20875252
u1334,20,0,부산,4,3702051,F,41136704,23705507
u1335,25,0,제주,2,1412027,F,37348055,21429313
u1336,20,0,경북,3,5520440,F,64702480,13718308
u1337,30,21,대전,2,4771250,M,49042987,14661161
u1338,24,0,대전,4,4149994,F,24826105,22776404
u1339,23,21,전남,5,6145918,M,21635339,22760028
u1340,22,19,울산,4,4932620,M,68480255,26682325
u1341,25,20,광주,5,3021207,M,48750864,20510969
u1342,26,21,강원,4,2102821,M,43072435,20966056
u1343,34,0,울산,3,3306555,F,36898221,10537666
u1344,22,0,부산,3,8589518,F,39282258,9188504
u1345,19,0,경남,2,6084165,F,18215120,22806306
u1346,19,19,제주,1,5282918,M,37884470,9258149
u1347,19,19,서울,4,4727508,M,36854776,14792989
u1348,29,18,전남,3,4628910,M,25150333,28790232
u1349,19,0,경북,4,6750793,F,29537682,27205702
u1350,23,20,경기,4,4264106,M,54182116,18017888
u1351,22,0,광주,3,5865380,F,34497900,12038604
u1352,31,0,전북,3,4477358,F,60854055,13766210
u1353,32,20,충남,3,7910234,M,15111846,23676601
u1354,27,0,광주,3,6113432,F,29734437,14635007
u1355,33,18,전북,4,6868335,M,17432657,9417176
u1356,21,0,제주,3,4123385,F,21486930,27157747
u1357,32,0,충북,4,6587204,F,26061531,16816001
u1358,25,20,인천,5,4531133,M,39783715,9227441
u1359,29,18,부산,5,5165052,M,39201914,19789401
u1360,26,0,광주,5,7452571,F,27848516,24712184
u1361,24,0,부산,3,3435837,F,9266405,4923269
u1362,34,19,전북,1,5304871,M,53732314,12995460
u1363,30,0,울산,3,5657007,F,32570823,12533166
u1364,31,0,충남,3,5780006,F,22604517,19522871
u1365,28,0,경기,5,4323823,F,39299169,21320083
u1366,31,19,경기,4,8129396,M,38453342,9485260
u1367,19,0,충남,2,3057602,F,32127882,72488
u1368,26,0,대전,2,7188328,F,37782372,25317987
u1369,33,21,서울,2,6822598,M,22139641,3800547
u1370,28,18,제주,4,7851333,M,45118954,17711842
u1371,21,0,전남,4,2617659,F,24037594,13680191
u1372,26,19,대전,5,3696752,M,28733164,16624439
u1373,30,0,광주,5,7237914,F,43785621,31512339
u1374,22,19,인천,2,2184441,M,50447507,45382816
u1375,34,18,제주,3,2590311,M,55029294,0
u1376,26,0,전북,2,4267538,F,48669578,24839061
u1377,34,19,대전,3,5287990,M,32111133,13437522
u1378,29,0,대전,5,7388337,F,17507603,25478545
u1379,19,20,제주,4,4722101,M,52860667,24572630
u1380,21,0,제주,4,4087641,F,52448351,29097448
u1381,24,19,경북,3,5467084,M,27936286,17849649
u1382,33,18,대전,1,5704394,M,47054268,6104235
u1383,34,0,부산,2,5661859,F,32013866,24276494
u1384,33,20,경남,3,4733020,M,54015322,16179975
u1385,27,0,경북,4,2067370,F,29821624,12661567
u1386,20,20,제주,2,3623576,M,59743815,10237761
u1387,29,0,울산,4,7130406,F,45433446,25063355
u1388,19,19,경북,4,5280603,M,57570538,31033694
u1389,33,0,인천,3,4516216,F,30434432,3046474
u1390,28,21,전남,4,6677252,M,40860355,21219522
u1391,21,20,경남,3,3304825,M,24368649,11276128
u1392,22,18,전북,4,4661977,M,46127871,327276
u1393,29,21,경기,4,5206637,M,46788498,16477058
u1394,23,0,제주,6,4337933,F,64764287,6668622
u1395,21,21,충북,3,5151144,M,41784477,0
u1396,31,0,부산,3,4718459,F,44689130,7182595
u1397,28,20,광주,2,2900985,M,30350035,4722260
u1398,29,19,경북,2,5272216,M,42496552,8533131
u1399,20,0,인천,4,3007472,F,31441305,1741159
u1400,20,0,경기,5,5248422,F,37390329,11048598
u1401,25,21,인천,3,7061203,M,38094187,7867508
u1402,27,19,강원,2,4578465,M,31772341,18756138
u1403,28,20,강원,3,3242775,M,36755341,20935389
u1404,20,0,대전,3,4809518,F,31496457,17601485
u1405,25,0,대전,3,3752043,F,31443226,12645555
u1406,25,18,제주,2,5891763,M,48919975,12375724
u1407,29,0,충남,4,4778016,F,38104963,6629250
u1408,25,0,강원,1,7564644,F,40164795,6870053
u1409,21,0,전북,3,6744484,F,18512342,22036038
u1410,30,0,전남,4,4770379,F,41081499,0
u1411,25,21,전북,3,6073413,M,42365081,14192750
u1412,19,18,충북,4,4410145,M,31219936,11764709
u1413,28,19,경기,4,5050935,M,61020356,20991321
u1414,19,19,경남,4,4457848,M,8529272,749880
u1415,23,0,광주,3,6149683,F,45412405,15124807
u1416,34,0,충남,3,7149482,F,44553657,18429843
u1417,33,18,서울,4,6197972,M,42498995,0
u1418,20,20,서울,4,6382904,M,38114552,4256720
u1419,27,20,경남,3,6384550,M,42608151,14082101
u1420,33,0,부산,2,5826883,F,46418105,20141469
u1421,25,21,충북,2,3291070,M,27289348,16824993
u1422,34,0,충북,2,7551457,F,39590347,20604542
u1423,22,21,광주,4,7706616,M,33800197,4206274
u1424,22,20,인천,2,4649180,M,22874779,0
u1425,20,0,서울,3,4443953,F,44606039,15845058
u1426,23,0,인천,4,5918617,F,29227674,2706467
u1427,22,20,인천,3,5826219,M,18025695,6346776
u1428,34,0,충북,4,4697080,F,29530672,24322783
u1429,30,0,인천,4,3124961,F,26413213,16890995
u1430,31,0,서울,2,5458551,F,48341748,9318550
u1431,19,18,경기,4,5827154,M,37838317,8019684
u1432,30,0,경북,4,6088731,F,52588592,21209215
u1433,26,19,대구,3,5523939,M,28001325,17119709
u1434,21,0,전남,2,4593327,F,46490038,2854433
u1435,34,19,인천,3,6491003,M,70075474,0
u1436,32,21,광주,5,5098772,M,40272389,33818018
u1437,24,20,전남,4,4302615,M,46339786,2775207
u1438,22,0,전남,2,4729019,F,44322211,20276965
u1439,27,18,울산,4,2381046,M,18935096,30106929
u1440,25,0,제주,3,4726637,F,43029807,16475975
u1441,27,0,대전,4,6032654,F,39677475,8995633
u1442,34,21,광주,4,5509674,M,32883031,739509
u1443,28,0,강원,3,7280996,F,25391563,599894
u1444,21,18,제주,4,4605537,M,44327798,18766948
u1445,19,0,경북,4,5730969,F,24331155,29509763
u1446,23,20,서울,4,6189110,M,61603747,11045409
u1447,34,0,울산,2,8514285,F,37370029,9442795
u1448,21,0,전북,4,5217148,F,21320315,21974810
u1449,24,0,대전,5,3433719,F,29832044,8140527
u1450,26,0,충남,2,6271893,F,32662387,17744829
u1451,29,20,제주,3,7798591,M,64948519,15418014
u1452,31,0,광주,3,4516176,F,25384932,10905319
u1453,22,0,제주,4,6261622,F,34605392,14844618
u1454,23,0,울산,4,6843092,F,29546059,32631521
u1455,23,20,대구,2,6525598,M,41991101,21045329
u1456,22,0,서울,5,5188337,F,29737399,25925008
u1457,22,0,경기,2,3952289,F,22331320,5813056
u1458,22,0,부산,4,4878080,F,33656465,25959361
u1459,22,19,전남,3,5687900,M,32407273,21390204
u1460,22,0,충북,3,6362333,F,28893067,4039
u1461,23,20,경남,2,5500917,M,29534275,20397907
u1462,20,0,대구,2,4430138,F,50216349,9867258
u1463,20,21,강원,4,5833069,M,32163117,0
u1464,34,0,전북,4,6290127,F,22390468,16297757
u1465,27,0,충북,2,5569415,F,30454608,20390425
u1466,20,19,경기,2,3745719,M,36652027,16516080
u1467,24,0,전남,2,4727890,F,19964764,13908614
u1468,20,18,제주,4,6421731,M,55511735,11694146
u1469,23,0,대구,4,2925473,F,46410953,39665880
u1470,22,0,대전,2,1860232,F,53162072,3174306
u1471,34,0,울산,4,7262124,F,40705537,23729219
u1472,30,0,경남,2,5767122,F,10875630,15154229
u1473,25,0,서울,5,5910095,F,54424004,6455334
u1474,33,21,경북,5,3384774,M,25637179,14516009
u1475,25,21,울산,4,6106292,M,26613759,1070673
u1476,31,0,인천,5,5412873,F,37875901,9045095
u1477,24,0,제주,4,2623508,F,52538758,14530656
u1478,28,0,광주,4,7136425,F,48639445,0
u1479,23,0,강원,4,5238024,F,46875373,20063825
u1480,19,18,인천,3,4405874,M,32258075,5362389
u1481,34,0,경남,2,4433015,F,32068709,482790
u1482,30,19,인천,3,1977167,M,40151324,4195822
u1483,33,0,강원,4,5890004,F,34439149,36759541
u1484,21,21,경남,2,5392785,M,46671814,0
u1485,27,21,광주,3,4708879,M,45961411,19361230
u1486,33,21,전남,3,6917727,M,43096095,7483637
u1487,32,19,대전,2,2924211,M,5688464,11498718
u1488,19,0,전북,4,4104841,F,37535860,21039309
u1489,23,19,충남,5,3724987,M,34693753,20548187
u1490,20,19,경북,4,4581807,M,38016307,8193035
u1491,22,21,광주,4,5101205,M,26948104,1421759
u1492,34,20,서울,4,5645020,M,20102569,21221409
u1493,32,18,울산,3,4479539,M,41557661,20523771
u1494,32,20,대전,2,3683966,M,31724384,12150304
u1495,29,0,부산,5,7529010,F,42896315,19419443
u1496,19,0,충남,2,8617460,F,27949027,10541705
u1497,21,0,울산,2,5214930,F,52990927,6729624
u1498,28,19,대전,4,3864829,M,48012778,15039621
u1499,25,21,광주,2,7213181,M,39561925,20190327
u1500,28,0,강원,3,2829864,F,33440539,18092502
u1501,33,0,광주,1,4497840,F,46228906,20091626
u1502,21,21,충남,2,3955824,M,40710573,7394211
u1503,22,20,부산,2,3260696,M,38863010,30818811
u1504,20,20,대전,2,4579963,M,48514384,11576191
u1505,21,18,제주,4,3703741,M,53118433,13810843
u1506,27,21,경북,4,5018981,M,20971065,1813440
u1507,21,0,전북,3,5040765,F,23395390,13061448
u1508,29,0,서울,5,4068002,F,26636871,20322377
u1509,23,0,광주,2,4444229,F,17970904,22625106
u1510,20,0,경북,3,4653726,F,35247017,30619407
u1511,34,0,대전,2,6214769,F,43201397,20202348
u1512,22,0,경남,4,4777355,F,35742980,17769131
u1513,30,0,울산,3,6237052,F,29590540,10537048
u1514,31,20,경북,4,5878719,M,49517493,8382595
u1515,25,18,부산,4,5857296,M,37686676,24702485
u1516,32,19,서울,3,7081768,M,40115795,24510703
u1517,25,0,대전,4,3320913,F,49850817,4229872
u1518,30,0,대구,5,4290225,F,34521096,22230958
u1519,21,20,광주,3,7644948,M,60722568,21503836
u1520,23,0,전북,3,4614025,F,30626219,3861911
u1521,19,19,경남,4,1000000,M,59975378,20404568
u1522,28,0,충남,4,4695547,F,24303177,4504535
u1523,28,18,전남,2,5202409,M,42209818,0
u1524,34,19,제주,3,1074330,M,28289613,13398975
u1525,28,21,경남,3,7000903,M,49434793,17578147
u1526,29,21,부산,3,3929431,M,30261208,13849291
u1527,19,19,경남,2,5492844,M,39490454,43671068
u1528,23,21,서울,5,4661027,M,28193496,18788512
u1529,31,0,서울,4,3067472,F,47246702,16471418
u1530,28,0,전남,3,3394237,F,28130984,19295913
u1531,27,18,충남,4,3597375,M,56200978,10586809
u1532,19,0,인천,5,6628507,F,24048034,24294790
u1533,19,0,충북,2,4778692,F,19852464,18610019
u1534,22,21,전남,3,4217201,M,47418624,18151717
u1535,22,19,제주,3,3598086,M,28900276,8758797
u1536,20,19,부산,4,6794225,M,35913152,0
u1537,27,19,서울,1,7196301,M,32133106,9986139
u1538,32,0,대전,6,6777115,F,20248700,17826338
u1539,27,20,경북,3,5738656,M,35076076,10553005
u1540,31,0,인천,3,5434745,F,51178990,17917271
u1541,31,0,충북,3,3176093,F,48037644,12676381
u1542,20,19,전남,2,4631271,M,38781513,19305794
u1543,32,0,전북,4,3974209,F,49347219,5231758
u1544,27,18,경남,6,2261731,M,23285776,16928900
u1545,33,0,울산,3,6585565,F,32094548,8590458
u1546,24,21,제주,6,3956255,M,40749659,0
u1547,26,0,충남,4,6793912,F,34435022,13348458
u1548,28,0,대전,3,6322619,F,33038120,30363175
u1549,31,21,광주,4,5835076,M,21592275,414235
u1550,33,0,충북,3,5919326,F,11023903,16193922
u1551,31,0,전북,4,4077029,F,45814397,22975770
u1552,22,0,전남,2,7786775,F,38918658,38000306
u1553,20,0,전북,4,5064688,F,46823980,10070670
u1554,20,0,전북,2,5452897,F,30753168,8679993
u1555,27,20,전북,4,4026385,M,27446665,3333078
u1556,19,20,부산,4,3603252,M,36078575,26405163
u1557,30,0,광주,2,5715944,F,46250395,6325856
u1558,25,18,경기,3,5326270,M,33222573,11294035
u1559,34,0,경기,3,3815971,F,45621422,0
u1560,29,0,부산,4,2842359,F,23924303,23839718
u1561,32,19,울산,3,3095115,M,34062634,26582582
u1562,21,20,충북,4,6794200,M,35158630,23457750
u1563,21,0,경북,3,4080119,F,50716679,0
u1564,20,21,인천,2,4491637,M,38491528,21071510
u1565,32,0,전남,1,7175510,F,56952930,0
u1566,28,20,전남,2,3316774,M,19827782,15580403
u1567,34,0,대구,4,3909507,F,37559026,17050775
u1568,24,20,충남,6,3846849,M,38152776,18101832
u1569,31,0,제주,3,7427102,F,43441118,20346365
u1570,28,19,서울,3,7990075,M,26239680,14919663
u1571,20,0,대구,2,6127344,F,56213356,0
u1572,28,20,충남,4,6175077,M,36155567,20351210
u1573,33,0,경기,2,4129467,F,22955189,15976081
u1574,22,0,경북,4,7920992,F,35807700,5973802
u1575,28,18,경남,5,5401544,M,32242061,0
u1576,34,21,경기,2,6279665,M,69398821,30400221
u1577,27,19,울산,4,4841712,M,48599323,27313005
u1578,27,0,제주,1,4597951,F,36595936,22059574
u1579,24,0,대구,3,7494563,F,34656999,8237000
u1580,31,0,전남,2,5809585,F,47412682,0
u1581,22,21,대구,3,7177063,M,47986345,22646791
u1582,25,18,인천,2,5382992,M,5000000,18666867
u1583,32,0,제주,3,3727450,F,43715917,11253376
u1584,19,18,울산,3,4124985,M,36335598,26248063
u1585,30,0,울산,3,5154447,F,20266274,23479975
u1586,22,20,전북,4,4060249,M,46562569,16760954
u1587,23,0,전북,5,3338807,F,62954256,15350584
u1588,26,20,경북,3,6802125,M,42681551,15509677
u1589,30,20,부산,2,4182694,M,49205141,21799398
u1590,20,0,전북,3,5207289,F,57649429,6425236
u1591,30,0,경남,5,5444200,F,26036854,19259831
u1592,23,0,광주,4,4117770,F,13709142,5794090
u1593,24,21,울산,3,7176199,M,43882392,28365551
u1594,23,18,울산,2,3324287,M,33028661,20321285
u1595,33,0,대전,3,5392437,F,19509918,8117717
u1596,31,0,충북,3,5369176,F,35061960,15805958
u1597,27,19,충북,5,4918618,M,44730568,6462136
u1598,28,20,전북,5,3054631,M,34212340,30041128
u1599,34,21,강원,2,6306226,M,26558068,31228759
u1600,19,0,대구,3,6115266,F,33317915,21962236
u1601,32,20,경남,2,3986647,M,35766282,30566565
u1602,21,18,서울,3,6061230,M,12846212,16517959
u1603,32,19,대구,5,5562361,M,34286700,22635125
u1604,20,18,충남,3,3079081,M,19867914,27247245
u1605,30,21,부산,3,3719106,M,43908311,14942564
u1606,31,0,부산,2,6707422,F,17267489,15711038
u1607,21,20,경북,4,5464124,M,48152306,24336566
u1608,28,0,경북,4,4153545,F,31090019,21464979
u1609,27,18,부산,3,3712286,M,29484291,7445392
u1610,31,0,광주,2,4226909,F,39533455,0
u1611,32,0,전남,3,4333280,F,25607586,13244719
u1612,27,0,서울,6,3731055,F,39344949,0
u1613,28,0,충북,3,2387353,F,27214694,5089826
u1614,20,21,인천,3,6710019,M,29319185,6257130
u1615,32,20,경북,3,6455950,M,40864250,9313576
u1616,21,0,충북,4,3090116,F,22337031,23204381
u1617,32,0,광주,3,5204466,F,20827952,25376795
u1618,22,0,부산,2,3646642,F,38978706,20087407
u1619,27,0,광주,4,4607649,F,35677201,21325069
u1620,21,0,충북,4,4482850,F,38024312,21561204
u1621,31,19,경남,4,4358248,M,39931670,0
u1622,25,18,인천,5,8004420,M,36688506,15101976
u1623,30,0,강원,3,4339511,F,43297111,0
u1624,21,0,서울,2,3787604,F,37169235,20091394
u1625,25,20,경남,6,3856127,M,11912353,0
u1626,25,0,전북,3,6565665,F,15025384,13195614
u1627,27,20,광주,4,2521846,M,59135390,20477697
u1628,20,0,경북,4,3856065,F,36000862,3822420
u1629,31,20,경북,3,7170234,M,47402899,24617159
u1630,24,20,충남,2,5365979,M,31851553,20066221
u1631,27,0,전북,4,5287883,F,35303818,18808246
u1632,30,18,충북,4,8198219,M,30559624,21980015
u1633,34,0,서울,4,5369521,F,65591127,11407999
u1634,33,0,충북,3,3937720,F,39038909,16519188
u1635,30,0,충북,2,4576884,F,29581705,15100515
u1636,33,20,인천,2,3296851,M,16181523,14874510
u1637,20,21,강원,3,6883905,M,59684801,8279689
u1638,34,18,서울,3,5861842,M,34040659,2574678
u1639,20,0,충남,6,6686621,F,44930749,11631416
u1640,31,0,경남,4,6819475,F,46271967,11080520
u1641,32,0,부산,4,4378683,F,30446033,7632690
u1642,23,0,서울,3,3582870,F,44069433,23520537
u1643,28,0,충남,2,4922430,F,28750340,3277933
u1644,28,0,울산,6,3690858,F,24114883,13284908
u1645,30,20,부산,3,5247435,M,49973576,26663397
u1646,28,0,서울,2,6698145,F,34101727,24091293
u1647,34,18,경남,3,4747790,M,42222154,27162938
u1648,26,0,전북,5,5224992,F,40931051,9092194
u1649,29,0,제주,5,4859231,F,43655183,22842881
u1650,33,0,대전,1,6204091,F,17321556,4370296
u1651,27,21,대전,5,3998326,M,28976513,12241260
u1652,20,21,충북,3,1705330,M,32106298,13182441
u1653,23,18,부산,1,5706303,M,26022255,9241597
u1654,32,20,경남,4,6481751,M,41148082,11381860
u1655,25,20,서울,5,5669561,M,50242716,10066240
u1656,33,0,경북,4,4039654,F,52142215,5176061
u1657,24,0,충북,4,3297481,F,31929542,23564135
u1658,24,21,대구,4,5741746,M,39503590,13175499
u1659,25,20,충북,4,5212218,M,41347722,17014365
u1660,21,21,경북,5,4811311,M,43455073,16637768
u1661,31,0,광주,4,7733695,F,25462379,15547264
u1662,21,0,제주,6,3579799,F,57846963,15928045
u1663,28,0,대전,6,7662555,F,47118242,11945827
u1664,27,20,대구,2,5047675,M,47431792,29183968
u1665,32,0,경기,4,2246644,F,50441520,22607447
u1666,26,0,충남,3,4731196,F,42409631,15183820
u1667,23,21,광주,3,6439244,M,23672238,10529455
u1668,24,0,전남,4,4452417,F,34332327,13811791
u1669,29,19,부산,2,2787832,M,16187359,19176215
u1670,30,0,충북,3,4753228,F,40980870,29999400
u1671,28,20,대전,5,3714241,M,33969436,1269524
u1672,19,0,전북,2,5737721,F,35513731,21597747
u1673,28,0,강원,3,6160099,F,50448013,26267236
u1674,30,0,충남,5,3415594,F,30516071,132815
u1675,19,0,대전,3,3941293,F,32974522,13188491
u1676,22,20,인천,3,6134963,M,36263679,4354820
u1677,20,20,대전,3,3711733,M,13920093,19305296
u1678,29,18,강원,3,3376762,M,32807236,11416490
u1679,25,20,강원,4,3231963,M,6170461,13698609
u1680,20,0,전남,4,5528057,F,28973741,10889441
u1681,28,18,충북,3,5463736,M,46262268,22201634
u1682,20,0,부산,4,3973930,F,41367198,17290329
u1683,23,0,강원,3,5007628,F,28862156,17309267
u1684,22,0,대전,3,7290698,F,36489578,16606218
u1685,26,18,제주,4,3538909,M,23100125,20724908
u1686,22,0,부산,4,2072386,F,35971879,12380281
u1687,32,0,서울,4,5682613,F,71163843,32007747
u1688,30,21,대전,2,4834398,M,58149615,2652052
u1689,24,0,전남,2,3934962,F,36631465,0
u1690,23,0,울산,3,5978120,F,37921729,0
u1691,29,18,경북,3,6258837,M,24245216,0
u1692,32,0,경북,4,1687582,F,26378530,21731698
u1693,20,18,충북,1,4021103,M,40346211,20513676
u1694,29,19,광주,4,8476274,M,29701289,27077764
u1695,33,20,경북,3,5875107,M,46849795,4433617
u1696,31,18,충북,3,6014155,M,54836228,22454614
u1697,30,20,강원,3,6759341,M,39991449,15568240
u1698,32,18,충남,2,5025603,M,37220846,16665864
u1699,26,0,전남,5,6195026,F,15830644,21256228
u1700,20,0,전북,2,6077093,F,44971322,7437182
u1701,27,0,경기,3,5808562,F,22275944,40872491
u1702,33,21,인천,4,4516982,M,30983890,28318803
u1703,27,19,울산,4,5258088,M,47514910,9682940
u1704,21,0,강원,3,4117457,F,48357097,4092619
u1705,22,18,전남,3,5019221,M,30401909,14120958
u1706,26,20,대전,4,3247263,M,31093013,16822584
u1707,27,0,부산,6,3814064,F,27608173,25656152
u1708,21,21,울산,5,4576531,M,21625755,3312790
u1709,23,0,전남,3,3584441,F,28382454,17854869
u1710,29,0,경기,6,4242474,F,16642439,0
u1711,33,20,광주,1,4754111,M,44196750,19363575
u1712,34,21,경남,1,5603393,M,40734283,13924957
u1713,26,0,부산,4,6423885,F,42726351,34366797
u1714,21,19,인천,2,4304323,M,24547151,0
u1715,25,21,대구,2,7002656,M,21659153,28706083
u1716,29,0,인천,2,6407916,F,36642171,0
u1717,26,20,충북,3,5756140,M,36769230,1727897
u1718,34,0,울산,4,5230473,F,34232762,0
u1719,28,0,충북,4,5478681,F,32526200,17503526
u1720,29,20,강원,2,6780576,M,56529309,3263011
u1721,32,18,서울,3,6835369,M,41112300,1516684
u1722,21,21,전남,5,7002420,M,59648140,17027676
u1723,34,20,강원,4,5061990,M,51227580,19517753
u1724,20,18,광주,3,5832450,M,56439251,15398493
u1725,28,0,전북,6,7015319,F,23106446,13377808
u1726,31,19,울산,4,4064425,M,43118051,33289096
u1727,25,0,충남,2,4522374,F,30818814,16458362
u1728,30,0,충남,1,5024054,F,16039359,23056914
u1729,27,0,서울,2,6349398,F,53952038,16429221
u1730,19,0,부산,4,6372758,F,32475689,4021237
u1731,21,20,서울,2,4653703,M,23338780,20498876
u1732,23,0,광주,3,2737085,F,31025233,8442026
u1733,21,0,경북,2,5369275,F,26445310,14090138
u1734,19,18,경북,5,3622525,M,27675624,18054026
u1735,33,20,대전,3,2765095,M,33340759,0
u1736,34,0,충북,5,3104192,F,56769782,0
u1737,25,21,경기,5,5489571,M,28004193,24094591
u1738,25,18,강원,1,7041556,M,55911247,8362535
u1739,28,21,울산,3,5058341,M,46186041,8836780
u1740,34,19,전북,1,5317070,M,40755258,16664383
u1741,30,0,광주,5,6774342,F,44977440,11143274
u1742,26,0,경북,3,2683317,F,36163867,19175883
u1743,23,0,경남,2,5780264,F,51432601,14488782
u1744,28,21,대구,2,4982615,M,42803763,16986029
u1745,30,18,제주,3,5849086,M,16024008,7981416
u1746,23,20,경기,5,4274774,M,39555023,16935948
u1747,23,18,전남,4,3773094,M,45407677,26050890
u1748,19,21,광주,5,5210763,M,32531985,9322517
u1749,28,0,대구,3,7473786,F,37515070,24153183
u1750,23,21,제주,1,6291365,M,28645704,14484396
u1751,24,0,대구,6,4238460,F,19468492,22344816
u1752,33,20,대구,1,2988541,M,17395477,16287713
u1753,31,19,경북,5,2476899,M,17555184,14665890
u1754,30,18,제주,3,6974149,M,44028536,18497296
u1755,19,0,대전,1,3567376,F,6116619,27135975
u1756,29,0,서울,4,4511729,F,28002240,17360972
u1757,25,0,충남,6,6981816,F,26812160,19785308
u1758,19,20,인천,6,2579147,M,32614085,11315150
u1759,29,20,전남,2,7238396,M,13722821,30708864
u1760,20,0,강원,2,4619539,F,40846657,21403371
u1761,20,20,대구,4,3277125,M,20722063,15777084
u1762,23,0,제주,4,4628973,F,49588866,13773463
u1763,32,18,광주,4,3916104,M,28538811,24779082
u1764,28,18,부산,2,5661229,M,34852643,8937959
u1765,34,18,경남,6,4027801,M,36045286,0
u1766,31,19,부산,4,2132536,M,38930892,15723995
u1767,25,0,충남,4,4669156,F,36444172,26900045
u1768,19,20,전남,3,2965182,M,30874673,30913088
u1769,28,21,울산,3,5306479,M,40116582,13927060
u1770,34,21,충북,6,3219304,M,41593765,15435876
u1771,19,20,대구,4,4267980,M,26818383,20195304
u1772,19,0,광주,5,5273881,F,41116413,12356505
u1773,24,0,대구,6,4681311,F,50300643,20164059
u1774,20,0,대전,4,5375645,F,44470730,14145982
